0.00234	-0.00934	364791.00000
0.05495	-0.01048	365011.00000
0.10365	-0.00973	365198.00000
0.15573	-0.01036	365398.00000
0.20573	-0.01047	365590.00000
0.25625	-0.01020	365784.00000
0.30651	-0.00980	365977.00000
0.35651	-0.01022	366169.00000
0.40729	-0.00990	366364.00000
0.45781	-0.01044	366558.00000
0.50703	-0.00948	366747.00000
0.55729	-0.01012	366940.00000
0.60729	-0.01006	367132.00000
0.65807	-0.01060	367327.00000
0.70755	-0.00962	367517.00000
0.75807	-0.00951	367711.00000
0.80833	-0.01005	367904.00000
0.85833	-0.00985	368096.00000
0.90807	-0.01020	368287.00000
0.95807	-0.00972	368479.00000
1.00859	-0.00967	368673.00000
1.05937	-0.00963	368868.00000
1.10911	-0.00979	369059.00000
1.15885	-0.01000	369250.00000
1.20911	-0.01093	369443.00000
1.25911	-0.01056	369635.00000
1.30859	-0.01076	369825.00000
1.35833	-0.01007	370016.00000
1.40807	-0.00990	370207.00000
1.45807	-0.00980	370399.00000
1.50729	-0.01032	370588.00000
1.55677	-0.01041	370778.00000
1.60703	-0.01064	370971.00000
1.65703	-0.01060	371163.00000
1.70677	-0.01035	371354.00000
1.75703	-0.01072	371547.00000
1.80729	-0.00989	371740.00000
1.85703	-0.00985	371931.00000
1.90703	-0.01025	372123.00000
1.95625	-0.01044	372312.00000
2.00599	-0.00996	372503.00000
2.05573	-0.01016	372694.00000
2.10521	-0.01058	372884.00000
2.15495	-0.01066	373075.00000
2.20547	-0.01006	373269.00000
2.25495	-0.01088	373459.00000
2.30417	-0.00982	373648.00000
2.35495	-0.00950	373843.00000
2.40625	-0.01050	374040.00000
2.45651	-0.01061	374233.00000
2.50703	-0.01015	374427.00000
2.55573	-0.01056	374614.00000
2.60521	-0.00991	374804.00000
2.65495	-0.01039	374995.00000
2.70469	-0.00993	375186.00000
2.75573	-0.01037	375382.00000
2.80651	-0.00924	375577.00000
2.85677	-0.01007	375770.00000
2.90703	-0.01082	375963.00000
2.95729	-0.00984	376156.00000
3.00755	-0.01030	376349.00000
3.05703	-0.01071	376539.00000
3.10729	-0.01049	376732.00000
3.15729	-0.00989	376924.00000
3.20755	-0.00934	377117.00000
3.25703	-0.00974	377307.00000
3.30651	-0.01073	377497.00000
3.35625	-0.01026	377688.00000
3.40625	-0.01040	377880.00000
3.45651	-0.01070	378073.00000
3.50625	-0.01113	378264.00000
3.55625	-0.01055	378456.00000
3.60573	-0.01015	378646.00000
3.65495	-0.01003	378835.00000
3.70469	-0.01056	379026.00000
3.75469	-0.01098	379218.00000
3.80495	-0.01068	379411.00000
3.85495	-0.01076	379603.00000
3.90573	-0.01026	379798.00000
3.95573	-0.01026	379990.00000
4.00469	-0.01124	380178.00000
4.05443	-0.01085	380369.00000
4.10495	-0.01033	380563.00000
4.15547	-0.01069	380757.00000
4.20547	-0.01040	380949.00000
4.25599	-0.01052	381143.00000
4.30469	-0.01055	381330.00000
4.35339	-0.01058	381517.00000
4.40469	-0.01098	381714.00000
4.45495	-0.01086	381907.00000
4.50521	-0.01075	382100.00000
4.55521	-0.01054	382292.00000
4.60521	-0.01066	382484.00000
4.65599	-0.01041	382679.00000
4.70677	-0.01079	382874.00000
4.75729	-0.01090	383068.00000
4.80729	-0.01052	383260.00000
4.85729	-0.01044	383452.00000
4.90286	-0.01006	383627.00000
4.95521	-0.01002	383828.00000
5.00547	-0.01059	384021.00000
5.05469	-0.01001	384210.00000
5.10521	-0.01022	384404.00000
5.15547	-0.01070	384597.00000
5.20573	-0.01050	384790.00000
5.25677	-0.01103	384986.00000
5.30625	-0.01051	385176.00000
5.35599	-0.01085	385367.00000
5.40573	-0.01007	385558.00000
5.45573	-0.00997	385750.00000
5.50521	-0.01067	385940.00000
5.55521	-0.01081	386132.00000
5.60521	-0.01076	386324.00000
5.65469	-0.00981	386514.00000
5.70469	-0.00972	386706.00000
5.75391	-0.01046	386895.00000
5.80443	-0.01009	387089.00000
5.85521	-0.01071	387284.00000
5.90469	-0.01051	387474.00000
5.95443	-0.01033	387665.00000
6.00417	-0.01037	387856.00000
6.05208	-0.01018	388040.00000
6.10156	-0.01107	388230.00000
6.15391	-0.01044	388431.00000
6.20755	-0.01016	388637.00000
6.25703	-0.01035	388827.00000
6.30651	-0.01056	389017.00000
6.35677	-0.01077	389210.00000
6.40703	-0.00987	389403.00000
6.45573	-0.01043	389590.00000
6.50521	-0.01072	389780.00000
6.55547	-0.01021	389973.00000
6.60573	-0.01048	390166.00000
6.65651	-0.01025	390361.00000
6.70755	-0.01098	390557.00000
6.75729	-0.00997	390748.00000
6.80729	-0.01028	390940.00000
6.85755	-0.01083	391133.00000
6.90729	-0.01009	391324.00000
6.95703	-0.01089	391515.00000
7.00703	-0.01090	391707.00000
7.05703	-0.00997	391899.00000
7.10677	-0.01069	392090.00000
7.15599	-0.01026	392279.00000
7.20625	-0.01020	392472.00000
7.25651	-0.01014	392665.00000
7.30521	-0.01025	392852.00000
7.35417	-0.01051	393040.00000
7.40495	-0.01064	393235.00000
7.45469	-0.01096	393426.00000
7.50469	-0.01082	393618.00000
7.55495	-0.01072	393811.00000
7.60443	-0.01067	394001.00000
7.65391	-0.01062	394191.00000
7.70365	-0.01094	394382.00000
7.75443	-0.01102	394577.00000
7.80312	-0.01083	394764.00000
7.85339	-0.01123	394957.00000
7.90469	-0.01072	395154.00000
7.95365	-0.01025	395342.00000
8.00417	-0.01082	395536.00000
8.05391	-0.01157	395727.00000
8.10365	-0.01046	395918.00000
8.15365	-0.01083	396110.00000
